Season,Team,G#,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF,win_margin,Tm_poss,Opp_poss,Tm_off_rating,Tm_def_rating,Tm_tov_rate,Opp_tov_rate
2015,CHI,10,2015-06-30,1,NYL,L,81,89,28,71,0.394,5,19,0.263,20,23,0.87,9,33,16,8,2,8,19,30,66,0.455,9,19,0.474,20,22,0.909,9,40,26,7,4,12,18,-8,80.12,78.68,101.09835247129307,113.11642094560244,0.09985022466300549,1.0
2015,CHI,11,2015-07-02,0,CON,W,77,74,29,62,0.468,5,14,0.357,14,15,0.933,8,28,9,9,2,15,13,30,74,0.405,5,19,0.263,9,10,0.9,10,32,15,8,3,14,21,3,75.6,82.4,101.85185185185186,89.80582524271844,0.19841269841269843,1.0
2015,CHI,12,2015-07-10,1,MIN,W,90,83,32,63,0.508,5,13,0.385,21,23,0.913,5,34,20,6,11,10,19,34,78,0.436,6,17,0.353,9,13,0.692,11,35,22,4,3,9,19,7,78.12,81.72,115.2073732718894,101.56632403328439,0.12800819252432155,1.0
2015,CHI,13,2015-07-12,1,CON,W,96,76,38,67,0.567,9,18,0.5,11,13,0.846,9,31,26,4,5,10,16,28,62,0.452,6,20,0.3,14,20,0.7,4,19,21,9,2,9,15,20,73.72,75.8,130.22246337493218,100.26385224274408,0.13564839934888767,1.0
2015,CHI,14,2015-07-15,1,WAS,W,85,57,38,83,0.458,3,13,0.231,6,8,0.75,15,46,18,6,12,8,13,23,70,0.329,2,10,0.2,9,13,0.692,9,32,14,4,5,14,15,28,79.52,80.72,106.8913480885312,70.61446977205154,0.1006036217303823,1.0
2015,CHI,15,2015-07-17,0,MIN,L,66,84,26,73,0.356,2,16,0.125,12,15,0.8,10,40,13,2,6,12,17,33,74,0.446,7,13,0.538,11,13,0.846,9,44,17,5,6,10,17,-18,81.6,80.72,80.88235294117648,104.06342913776017,0.14705882352941177,1.0
2015,CHI,16,2015-07-19,1,SAS,W,93,82,40,74,0.541,5,12,0.417,8,11,0.727,14,37,18,5,9,12,18,32,67,0.478,6,13,0.462,12,15,0.8,5,21,17,4,3,9,10,11,76.84,77.6,121.03071317022385,105.6701030927835,0.15616866215512754,1.0
2015,CHI,17,2015-07-21,1,ATL,W,97,92,32,65,0.492,5,11,0.455,28,32,0.875,9,33,11,7,9,15,17,37,71,0.521,6,11,0.545,12,16,0.75,7,25,20,9,8,14,23,5,85.08,85.04,114.01034320639398,108.18438381937912,0.1763046544428773,1.0
2015,CHI,18,2015-07-28,0,PHO,L,87,89,33,86,0.384,4,16,0.25,17,20,0.85,13,43,13,7,5,12,22,32,70,0.457,4,13,0.308,21,23,0.913,7,35,15,9,10,13,23,-2,93.8,86.12,92.75053304904051,103.34417092429169,0.1279317697228145,1.0
2015,CHI,19,2015-07-31,1,LAS,L,77,88,28,67,0.418,2,11,0.182,19,21,0.905,8,31,20,3,6,9,20,32,66,0.485,3,9,0.333,21,25,0.84,7,33,17,7,7,6,15,-11,77.24,76.0,99.68928016571725,115.78947368421053,0.11651993785603315,1.0
2015,CHI,20,2015-08-02,1,WAS,W,71,68,27,69,0.391,4,13,0.308,13,15,0.867,9,42,19,1,7,6,18,25,70,0.357,5,16,0.313,13,15,0.867,10,38,17,4,10,5,17,3,72.6,71.6,97.79614325068871,94.97206703910615,0.08264462809917356,1.0
2015,CHI,21,2015-08-04,1,IND,W,106,82,43,68,0.632,5,10,0.5,15,20,0.75,7,39,28,10,13,14,23,26,75,0.347,10,20,0.5,20,25,0.8,12,29,19,9,1,13,17,24,83.8,87.0,126.49164677804296,94.25287356321839,0.16706443914081145,1.0
2015,CHI,22,2015-08-07,1,NYL,L,63,77,20,67,0.299,2,11,0.182,21,24,0.875,5,33,6,6,7,13,20,27,65,0.415,6,16,0.375,17,24,0.708,6,43,15,7,4,14,21,-14,85.56,83.56,73.63253856942497,92.14935375777884,0.15194015895278168,1.0
2015,CHI,23,2015-08-09,1,PHO,W,74,64,27,78,0.346,7,19,0.368,13,15,0.867,13,43,13,4,5,7,17,25,66,0.379,2,15,0.133,12,16,0.75,7,37,22,4,7,9,15,10,78.6,75.04,94.14758269720103,85.28784648187633,0.089058524173028,1.0
2015,CHI,24,2015-08-11,0,NYL,L,63,84,29,70,0.414,2,8,0.25,3,5,0.6,8,31,14,6,3,17,15,33,65,0.508,6,11,0.545,12,14,0.857,7,35,21,9,2,14,15,-21,81.2,78.16,77.58620689655173,107.47185261003071,0.20935960591133004,1.0
2015,CHI,25,2015-08-14,0,SEA,W,94,84,34,74,0.459,2,8,0.25,24,28,0.857,14,38,14,5,7,6,19,29,60,0.483,5,13,0.385,21,28,0.75,7,31,19,5,1,11,23,10,78.32,76.32,120.02042900919308,110.06289308176103,0.07660878447395301,1.0
2015,CHI,26,2015-08-16,0,LAS,L,64,76,23,71,0.324,5,14,0.357,13,20,0.65,14,41,11,7,3,9,18,30,62,0.484,3,9,0.333,13,16,0.813,4,34,18,7,1,11,15,-12,74.8,76.04,85.56149732620321,99.94739610731193,0.12032085561497327,1.0
2015,CHI,27,2015-08-21,1,WAS,W,87,85,37,79,0.468,4,13,0.308,9,12,0.75,15,45,21,6,6,15,14,37,73,0.507,3,17,0.176,8,10,0.8,4,27,26,9,5,12,21,2,84.28,85.4,103.22733744660655,99.53161592505853,0.1779781680113906,1.0
2015,CHI,28,2015-08-23,0,WAS,W,66,64,24,62,0.387,2,8,0.25,16,23,0.696,10,33,6,4,10,15,24,22,66,0.333,6,20,0.3,14,18,0.778,10,32,13,6,6,16,22,2,77.12,79.92,85.58091286307054,80.08008008008008,0.19450207468879666,1.0
2015,CHI,29,2015-08-29,0,ATL,W,98,96,37,70,0.529,5,10,0.5,19,26,0.731,11,31,21,2,2,10,27,33,74,0.446,2,14,0.143,28,37,0.757,15,33,11,7,5,6,20,2,80.44,81.28,121.82993535554452,118.11023622047243,0.12431626056688215,1.0
2015,CHI,30,2015-08-30,1,CON,L,68,72,27,72,0.375,1,8,0.125,13,18,0.722,7,33,19,6,8,9,22,26,61,0.426,4,16,0.25,16,24,0.667,9,38,17,6,7,15,21,-4,81.92,77.56,83.0078125,92.83135636926251,0.10986328125,1.0
2015,CHI,31,2015-09-03,0,NYL,W,82,60,29,67,0.433,9,15,0.6,15,16,0.938,10,38,16,8,9,9,18,23,66,0.348,0,7,0.0,14,21,0.667,11,36,12,6,4,11,14,22,73.04,75.24,112.26725082146768,79.74481658692186,0.12322015334063526,1.0
2015,CHI,32,2015-09-06,1,SEA,W,93,65,38,72,0.528,4,13,0.308,13,14,0.929,11,39,22,15,2,12,15,22,56,0.393,6,14,0.429,15,18,0.833,5,26,16,7,2,21,12,28,79.16,79.92,117.48357756442648,81.33133133133133,0.15159171298635676,1.0
2015,CHI,33,2015-09-11,1,TUL,W,92,71,35,72,0.486,7,16,0.438,15,21,0.714,10,36,23,8,7,7,19,25,64,0.391,4,16,0.25,17,23,0.739,13,36,12,3,5,15,19,21,78.24,76.12,117.58691206543968,93.27377824487651,0.08946830265848671,1.0
2015,CHI,34,2015-09-13,0,CON,L,75,86,26,64,0.406,6,17,0.353,17,22,0.773,13,36,16,2,7,14,19,31,74,0.419,6,17,0.353,18,23,0.783,10,32,19,12,2,7,19,-11,74.68,81.12,100.4284949116229,106.01577909270216,0.18746652383502943,1.0
2015,CON,1,2015-06-05,1,WAS,L,68,73,24,71,0.338,5,18,0.278,15,17,0.882,12,36,15,6,4,8,17,25,68,0.368,6,22,0.273,17,19,0.895,15,41,16,2,6,9,18,-5,74.48,70.36,91.29967776584319,103.75213189312109,0.10741138560687433,1.0
2015,CON,2,2015-06-07,0,ATL,W,75,70,28,71,0.394,7,21,0.333,12,19,0.632,8,25,14,18,3,11,24,25,68,0.368,3,16,0.188,17,18,0.944,17,51,13,4,5,25,20,5,82.36,83.92,91.06362311801846,83.41277407054338,0.13355998057309373,1.0
2015,CON,3,2015-06-11,1,CHI,W,67,65,26,67,0.388,3,11,0.273,12,18,0.667,9,35,11,5,5,10,13,25,69,0.362,0,6,0.0,15,18,0.833,10,39,7,6,3,11,20,2,75.92,77.92,88.25079030558483,83.41889117043121,0.13171759747102213,1.0
2015,CON,4,2015-06-14,1,ATL,W,82,64,34,59,0.576,9,17,0.529,5,6,0.833,6,26,17,13,0,23,16,26,64,0.406,3,13,0.231,9,12,0.75,10,26,16,15,1,24,10,18,78.64,83.28,104.27263479145472,76.84918347742556,0.29247202441505593,1.0
2015,CON,5,2015-06-16,0,SEA,W,79,58,28,65,0.431,7,14,0.5,16,18,0.889,9,31,14,13,3,12,24,21,53,0.396,2,11,0.182,14,18,0.778,4,26,12,6,6,22,18,21,75.92,78.92,104.05690200210749,73.49214394323366,0.15806111696522654,1.0
2015,CON,6,2015-06-19,0,PHO,W,90,78,38,92,0.413,4,18,0.222,10,16,0.625,20,47,16,12,2,13,22,28,73,0.384,4,14,0.286,18,25,0.72,13,40,15,8,6,21,21,12,92.04,92.0,97.78357235984355,84.78260869565217,0.14124293785310735,1.0
2015,CON,7,2015-06-21,0,LAS,W,76,68,28,65,0.431,4,15,0.267,16,21,0.762,5,29,11,12,2,8,16,25,59,0.424,6,16,0.375,12,13,0.923,7,31,15,3,1,16,18,8,77.24,73.72,98.39461418953911,92.24091155724362,0.1035732780942517,1.0
2015,CON,8,2015-06-26,1,LAS,W,80,76,26,75,0.347,3,16,0.188,25,32,0.781,15,35,12,13,3,12,19,29,66,0.439,6,12,0.5,12,13,0.923,8,34,14,7,4,19,19,4,86.08,82.72,92.93680297397769,91.87620889748548,0.13940520446096655,1.0
2015,CON,9,2015-06-30,1,IND,L,84,92,33,66,0.5,7,18,0.389,11,16,0.688,5,21,20,13,2,10,20,31,56,0.554,8,13,0.615,22,26,0.846,8,27,17,7,1,19,17,-8,78.04,78.44,107.63710917478215,117.28709841917389,0.12813941568426446,1.0
2015,CON,10,2015-07-02,1,CHI,L,74,77,30,74,0.405,5,19,0.263,9,10,0.9,10,32,15,8,3,14,21,29,62,0.468,5,14,0.357,14,15,0.933,8,28,9,9,2,15,13,-3,82.4,75.6,89.80582524271844,101.85185185185186,0.1699029126213592,1.0
2015,CON,11,2015-07-12,0,CHI,L,76,96,28,62,0.452,6,20,0.3,14,20,0.7,4,19,21,9,2,9,15,38,67,0.567,9,18,0.5,11,13,0.846,9,31,26,4,5,10,16,-20,75.8,73.72,100.26385224274408,130.22246337493218,0.1187335092348285,1.0
2015,CON,12,2015-07-14,1,MIN,L,79,85,31,69,0.449,11,23,0.478,6,10,0.6,7,30,15,10,1,14,20,32,63,0.508,4,11,0.364,17,18,0.944,7,31,22,9,5,15,10,-6,80.4,78.92,98.25870646766168,107.70400405473896,0.17412935323383083,1.0
2015,CON,13,2015-07-16,0,NYL,L,57,64,21,70,0.3,7,19,0.368,8,11,0.727,7,32,13,5,5,15,20,21,61,0.344,3,14,0.214,19,27,0.704,7,41,10,8,10,13,9,-7,82.84,78.88,68.80733944954129,81.13590263691684,0.1810719459198455,1.0
